e,name,sum,Good food,Music,Live music,Outdoor exercise,Swimming,Food,Much food,Burgers,Fast Food,Midnight service,Service,Types of food,Conscious food,Snacks,Crowdedness,Ingredients,Bacon,Grapes,Ham,Dishes,Hash browns,Hiking,Internet,Drinks,Coffee,Atmosphere,Kitchens,Indian kitchen,Romantic atmosphere,Market,Culture,Art,History,Architecture,Experience,Thrill,Local culture,Local people,Walking,Relaxing,Outdoor,Picnics,Chips,Craftmanship,Alcoholic drinks,Modern art,Traditional local culture,Fun,Animals,Dolphins,Adventure,Going out,Vegetarian food,Healthy food,Good drinks,Cocktails,Dancing,Cheap,Museums,Beer,Outdoor food,Pub food,Squalor,Scottish food,Italian food,Pizzas,Shopping,Souvenirs,Authentic souvenirs,Beautiful experience,Beautiful view,Convenience,Comfort,Comfortable seats,Nature,Peaceful atmosphere,Driving,Driving a boat,Fruit,Meat,Ice cream,Local food,Vegetables,Cinema,Arthouse films,Train rides,Weddings,Bagles,Non-alcoholic drinks,Chocolate drinks,Paninis,Social atmosphere,Cheesecakes,Purchasing art,Waterfalls,Fishing,Fly fishing,Late night service,Spas,Wine,Body art,Tattoos,Piercings,Jazz,Blues,Sea views,Quiet atmosphere,Gardens,Cider,Excitement,Massage,Beautiful sights,Cycling,Mountain biking
1577,Vondelkerk,190,3,9,4,1,0,-2,4,3,9,1,9,1,-2,0,2,-3,4,0,0,1,1,0,-3,-1,9,1,4,2,1,3,1,0,-1,1,4,-2,2,-3,0,4,0,-3,4,1,9,4,-3,0,1,0,1,-2,-2,1,9,1,0,-1,9,-2,-2,1,-2,1,9,9,9,9,1,3,1,-1,2,1,1,4,3,0,0,9,0,0,1,-1,1,-3,-1,-1,-2,0,-1,4,-2,2,0,0,9,9,-2,0,1,3,4,0,4,3,4,-1,4,3,-1,0,3,-2
1578,Blender,266,2,3,2,9,0,4,4,-3,0,9,0,4,4,-1,2,9,2,9,3,9,-3,1,9,-3,-3,2,3,-3,2,2,3,1,9,-2,4,4,-3,3,4,2,1,4,1,0,-3,-3,2,0,1,-3,4,4,0,-2,1,-1,1,4,0,9,9,1,4,1,-3,0,9,9,0,3,-2,0,4,1,2,9,-1,-2,1,1,1,0,1,9,2,-3,-2,0,1,2,9,4,9,4,1,1,0,4,-2,4,0,4,9,-3,1,2,9,0,9,1,4,4,9,3
1580,Westergasfabriek,207,0,-2,4,-2,-3,-1,-1,1,4,9,9,4,3,4,4,3,1,-1,-3,3,-2,1,9,2,0,9,1,4,9,9,1,3,-1,9,3,-1,0,0,4,9,0,3,-2,3,4,-3,-1,-3,0,9,4,4,-1,9,9,1,-3,4,-2,4,1,-2,4,-3,3,-1,3,9,3,3,1,-1,-1,1,1,4,-2,-2,4,4,4,-1,-1,1,9,2,1,-2,-3,-3,0,3,0,1,-1,-2,1,1,-1,4,-1,4,0,-1,-1,9,0,-2,4,-1,9,0,-2,3
1581,'t Blauwe Theehuis,279,4,3,0,9,0,9,-2,0,1,9,4,-2,4,9,9,-2,4,-3,3,4,3,-1,9,1,3,0,-3,-3,2,0,9,1,4,-3,4,3,2,9,4,1,-1,-1,4,9,4,4,3,4,-2,1,-1,0,2,1,-3,4,9,9,-1,4,4,-3,-1,3,9,4,9,9,1,-1,4,-2,1,3,1,-2,4,3,0,9,4,2,0,-2,4,4,-2,9,3,-1,0,4,0,3,0,1,1,-2,-1,4,9,4,9,0,4,1,-1,1,-1,9,1,0,-3,3
1582,De Trut,196,9,-3,-3,1,-1,0,9,0,1,3,4,4,1,1,0,4,9,1,0,1,2,9,-1,4,9,1,1,2,2,-2,2,9,4,0,0,3,2,1,-2,-2,4,0,1,0,0,1,4,0,1,0,0,4,1,1,4,0,-2,0,0,4,-1,0,-2,4,-1,4,2,9,-2,1,0,4,-2,9,-1,4,1,1,-3,-2,4,9,4,1,2,1,-1,9,1,-3,-1,-1,1,4,0,4,4,1,1,3,4,0,1,3,4,0,-3,3,-3,0,0,2,0,9
1583,Pacific Parc,213,9,-3,2,-3,0,1,9,2,0,0,9,9,0,4,1,4,1,1,-1,9,0,3,4,1,4,0,4,0,1,0,1,0,1,0,-3,1,0,1,1,1,0,2,1,0,-1,9,3,-2,1,9,3,-2,1,-1,-1,-1,4,0,0,0,1,-1,-3,0,4,-2,-3,4,0,9,0,4,-1,3,-2,9,9,0,4,1,2,1,9,9,1,2,4,1,9,3,1,0,3,0,1,0,0,1,9,-3,9,1,3,4,-3,2,3,1,0,-2,2,-3,-1,9
1584,Hollandsche Manege,210,4,1,1,1,0,0,1,-3,1,0,-2,-3,1,0,1,-3,-2,2,2,1,-3,1,9,9,0,-3,1,-1,-1,4,0,-2,4,-3,-3,3,2,2,4,-2,-1,-1,-3,3,0,1,4,-1,0,4,-1,4,3,9,-1,0,3,9,0,3,2,3,1,9,1,1,0,1,0,4,0,-3,9,0,4,1,1,2,-1,1,2,2,3,1,4,9,0,4,9,9,1,4,0,9,9,0,-3,0,-1,1,-3,4,-2,4,9,1,1,9,-3,1,4,9,9,9
1585,Gary's Muffins,255,9,9,-2,1,3,3,3,1,1,4,9,-3,2,9,1,-3,-3,4,1,-3,-2,4,1,9,9,-2,-2,-2,-1,-3,4,4,0,-2,1,2,4,4,9,9,4,-3,-3,9,-3,4,1,9,0,-3,0,-3,1,0,4,-3,-1,0,9,0,3,2,-1,9,9,1,1,2,-2,0,3,-3,1,-1,4,-2,4,3,-2,0,9,1,0,4,4,2,4,1,1,1,0,-1,9,9,-2,0,9,1,3,9,2,4,3,1,1,0,3,9,-1,4,2,9,0,9
1586,Het Groot Melkhuis,297,-3,9,4,4,0,3,2,3,3,2,-3,9,1,4,0,1,-3,1,2,0,9,2,1,-2,1,-2,1,2,1,2,1,9,9,4,9,0,1,1,4,9,9,9,1,4,0,9,4,0,4,9,0,3,-3,9,1,9,1,4,1,1,3,9,9,1,9,2,4,1,-2,-2,9,4,2,1,1,1,1,0,-3,1,4,-2,-2,9,0,1,9,-3,-3,0,1,3,3,4,2,3,1,0,0,4,-3,9,9,3,1,-1,9,0,9,-1,4,1,-1,-3
1588,Lalibela,329,4,4,1,9,1,-3,9,0,-1,4,-2,9,-1,-1,4,4,1,0,1,2,9,1,0,-2,2,0,4,9,1,4,0,0,0,-1,9,9,1,9,9,9,4,-1,0,1,4,-2,4,0,-2,9,1,2,2,0,9,-2,1,4,0,3,3,-2,9,1,0,9,2,2,9,-2,1,1,-2,4,9,-2,1,3,1,1,9,9,9,1,3,2,9,0,1,9,4,1,-2,1,4,9,1,1,1,1,9,4,2,-1,4,9,0,1,1,4,9,1,9,1
1589,Orgelpark,256,-2,9,2,4,3,-1,4,0,3,9,-3,2,0,2,9,-1,0,-3,9,9,-1,9,4,-3,-3,-1,9,3,9,-3,1,1,9,-1,0,3,0,0,2,4,3,2,1,4,3,1,1,4,4,1,9,-3,1,-1,0,0,0,0,9,0,1,3,9,-3,1,9,9,0,-3,1,9,4,9,1,2,-1,3,9,9,3,0,-3,0,-1,1,9,1,0,0,0,-3,1,-1,1,3,0,3,4,3,2,3,4,3,-1,2,2,2,0,0,-1,2,4,1,4
1590,Paloma Blanca,254,9,-2,9,3,4,9,0,3,-3,1,9,1,1,-3,1,1,9,0,1,1,3,0,1,-1,9,1,2,2,2,4,3,9,-2,0,-2,1,0,1,1,1,4,9,4,-1,4,-3,1,0,3,9,1,3,1,-1,0,-2,3,1,-2,9,-1,4,2,-1,0,4,-2,3,0,4,0,1,9,9,1,0,1,0,4,0,0,1,4,9,-3,0,0,2,9,1,9,-2,4,1,9,0,2,4,1,9,4,0,-3,2,0,-3,0,-1,9,1,3,9,1,2
1591,Waroeng Asje,206,-3,1,-2,1,3,1,4,-2,9,9,1,-1,9,4,0,-3,0,9,0,2,1,9,3,1,1,0,1,4,0,9,-2,-2,9,4,0,1,2,1,2,9,1,-3,-3,1,-3,-1,0,0,9,1,-2,-3,3,1,3,1,4,-2,9,-1,-2,1,2,4,1,0,-2,-3,1,1,0,1,1,2,4,2,9,0,-2,0,0,2,2,0,4,1,9,1,1,1,1,0,9,9,3,0,0,1,9,1,9,1,9,2,-2,-1,-2,-2,9,1,0,1,-3,0
1592,De Vondeltuin,281,-1,4,0,2,2,0,9,2,3,0,9,9,-1,1,-3,1,9,-1,0,1,-3,0,-3,2,9,2,-1,-1,1,0,4,4,1,9,3,0,-1,9,1,9,0,9,4,1,9,4,0,9,-3,9,2,9,-3,1,1,1,9,3,-2,1,1,-1,4,9,0,3,9,4,9,4,1,-2,3,9,1,0,2,1,1,1,4,4,1,-2,2,1,1,0,-3,-1,1,9,-3,9,-1,9,1,3,1,2,2,1,9,-1,-1,4,-3,2,9,2,3,0,1,1
1593,Electrische Museumtramlijn Amsterdam,251,9,0,3,3,3,4,4,-1,4,9,0,2,1,0,1,-2,9,4,9,1,-3,-1,1,-2,0,1,2,0,-1,1,-3,1,9,1,9,4,4,-2,9,3,-3,0,9,0,-3,0,-1,9,0,-1,0,2,-1,9,-3,-2,-1,1,9,0,0,0,-1,3,1,9,1,1,-1,9,4,1,9,1,9,0,-2,-2,3,1,0,9,4,-2,1,2,1,3,1,-1,1,9,1,9,9,3,3,9,-1,0,0,2,4,9,-3,1,1,-3,9,-2,-2,2,9,-3
1594,Tenniscentrum Amstelpark,317,9,9,1,2,0,2,1,-2,1,4,1,4,1,2,9,4,4,-3,-3,9,1,4,0,-3,-3,4,1,0,0,4,1,-3,4,3,9,-1,9,2,1,0,1,3,4,1,-2,-1,2,9,1,0,9,3,2,0,4,4,1,1,2,9,9,9,-2,4,1,-2,9,0,-1,4,9,-2,-1,2,1,9,-1,9,2,1,9,9,9,9,9,2,-1,1,0,1,0,9,2,2,1,3,1,4,9,0,-1,1,9,2,4,9,0,3,-3,4,3,1,4,1
1595,So Dutch Fashion,254,0,1,4,1,-3,3,9,-3,1,-1,2,-3,0,-1,-3,1,2,-2,1,9,1,9,1,0,-1,9,2,1,1,1,9,4,0,1,1,3,1,0,1,2,1,-1,9,9,9,-3,4,1,0,-3,9,4,3,9,-1,9,0,4,2,9,0,4,2,0,9,1,1,1,4,9,3,3,1,4,4,2,-1,3,-1,-2,1,-3,2,2,4,1,9,1,1,1,1,1,1,1,9,-1,9,-2,4,0,4,-1,-3,0,0,-2,1,-3,0,9,1,9,3,9
1596,Amsterdamse Bos Theatre,236,9,1,3,0,0,4,0,-3,1,1,3,-1,1,-2,0,1,9,4,4,4,4,9,0,4,0,3,-3,1,4,-1,1,0,-1,1,1,1,1,4,1,-2,1,4,-2,4,0,9,3,1,-1,1,1,1,0,0,1,1,4,4,1,-2,3,2,4,2,-3,3,0,3,1,2,4,3,1,9,3,4,-1,9,1,4,1,0,1,3,9,9,-2,3,-2,1,4,9,4,9,0,0,3,0,4,4,1,2,4,0,1,9,3,0,1,4,0,1,1,-3
1597,Campsite De Liede,250,4,0,4,4,1,2,0,4,0,9,2,4,9,-3,-2,1,0,-3,1,-2,-3,1,4,3,3,1,1,1,0,4,0,-3,-3,-2,-2,1,2,2,9,9,2,-2,-3,-3,3,4,0,2,1,4,3,1,0,-2,1,3,4,-2,-1,9,9,9,4,9,3,2,1,2,1,-2,9,9,9,-3,0,2,9,3,0,0,4,9,9,4,3,-2,0,4,-1,1,4,2,2,9,1,3,3,3,1,-1,-2,3,4,9,-2,9,9,3,-3,4,1,-3,0,-3
1598,Bakenesserkerk,221,1,-1,3,4,0,3,-2,1,1,1,0,2,9,4,9,9,1,9,4,9,-1,-2,0,0,0,9,-3,9,9,1,-2,4,1,2,1,2,-1,0,-2,1,0,-1,1,4,0,1,0,4,3,-2,1,4,3,-3,3,3,0,-3,9,-1,-2,4,-3,1,0,9,0,3,-1,2,9,3,1,2,3,4,1,0,9,-3,-2,3,1,1,-1,0,0,0,3,-3,9,3,-2,-1,1,1,-2,-1,0,0,4,9,3,-3,4,4,9,1,0,9,3,0,4,1
1599,Teylers Museum,214,-3,4,-1,4,4,1,-1,-3,-3,0,1,-2,-2,0,1,-2,9,0,9,-3,9,0,1,4,1,9,1,9,0,-2,0,-1,0,0,0,1,1,1,1,9,1,-3,-1,4,-3,-1,0,4,9,-1,-3,1,1,9,-3,1,4,0,9,2,-2,0,4,4,1,1,1,9,4,-2,4,0,2,9,-3,0,4,1,9,4,1,9,-2,2,-2,-2,-3,-3,2,9,-3,2,9,4,1,1,0,1,0,-1,9,1,9,-3,4,3,-3,9,9,0,9,4,2,-1
1600,Hofje Van Staats,212,4,1,-3,0,0,-2,-2,1,-1,-1,2,0,4,1,4,9,1,4,1,-2,-2,0,1,9,-1,1,1,4,-1,1,1,1,9,4,-3,1,0,-1,0,0,1,1,9,1,4,1,0,0,0,4,1,-3,2,-1,2,-1,1,1,9,0,4,1,0,3,1,9,1,-1,0,9,3,1,1,9,0,1,0,0,2,0,0,1,1,2,1,1,4,-1,-3,1,4,3,4,9,1,0,2,3,1,9,1,3,9,9,1,-2,0,9,9,-1,0,4,1,4
1601,Toneelschuur,235,2,9,0,0,9,4,-1,-1,4,-1,4,2,0,0,1,-3,1,1,2,9,1,0,1,4,1,9,3,-1,4,1,0,1,0,1,1,1,1,1,-3,-3,9,9,-2,-1,4,-3,1,2,-2,2,4,9,-1,3,2,4,1,0,9,-1,9,1,4,-3,-2,1,4,-1,-1,9,2,0,2,4,3,9,-1,1,1,9,0,9,1,3,2,0,1,2,1,1,3,1,4,1,0,0,0,-3,0,-1,-1,1,4,0,2,4,1,9,9,1,9,4,0,2
1602,Grand Cafe Nobel,180,1,1,1,4,-3,9,1,1,1,4,2,0,1,0,-3,9,0,2,2,1,1,1,-2,1,-1,0,0,9,-3,9,1,1,4,2,-2,4,9,-3,-2,0,9,1,0,1,-1,9,1,3,4,-1,4,1,4,9,1,9,1,4,-2,9,1,1,-2,0,-2,1,4,-1,2,-3,9,9,1,-2,1,-2,2,1,1,-3,-2,2,9,1,-1,-2,9,4,-2,-2,1,0,2,-3,3,-3,1,4,1,-1,0,1,1,1,9,-2,0,1,3,0,0,1,-2,-1
1603,Philharmonie,195,9,9,3,-1,-3,-3,-1,-3,0,1,1,0,0,2,9,3,3,1,9,4,0,9,0,1,-3,0,0,1,-1,-3,3,0,1,1,-2,9,0,-2,2,4,3,1,1,1,-3,9,9,2,-2,9,3,1,1,-2,0,-2,4,2,2,0,-1,0,0,1,4,1,1,1,9,0,4,2,1,-1,-1,0,1,-3,1,9,4,4,4,-1,4,4,9,2,0,-3,-1,-2,-3,9,3,4,0,9,4,2,1,-3,1,3,-2,4,-2,-2,2,4,1,0,4,1
1604,Proeflokaal In den Uiver,248,9,-3,-2,-2,1,-2,2,9,1,4,0,3,0,4,3,1,4,0,9,3,4,-1,1,9,3,0,1,4,4,-3,9,9,4,1,0,3,-1,-2,0,2,4,3,4,-1,2,0,1,4,1,-2,1,2,3,-2,1,9,4,1,9,9,1,9,4,0,1,9,4,-1,-1,1,1,0,9,9,9,9,-1,-2,-1,2,-3,0,4,-3,9,0,-1,-2,1,3,2,2,-1,0,1,-1,2,4,2,4,0,1,3,1,0,9,1,0,0,1,3,-2,4,-2
1605,Grote Kerk van St Bavo,179,1,1,1,-2,1,-1,9,4,1,9,0,-2,9,1,1,-2,0,1,-3,4,0,-1,0,0,3,1,1,3,2,-2,4,0,9,4,-1,1,-2,-2,9,9,9,4,2,1,0,3,1,0,-2,1,0,4,4,3,2,0,9,1,1,2,0,1,9,2,9,-1,2,9,4,0,0,-2,9,-2,-2,-3,2,1,-3,-3,1,9,4,-3,-1,-2,-3,-2,-3,3,1,-3,-2,1,-2,1,2,1,0,1,4,2,0,-3,-3,4,-2,1,9,4,9,1,0,2
1606,Falafel Land,170,-2,9,4,0,1,9,9,0,4,0,-3,-2,4,9,-3,3,4,-2,1,9,9,-2,4,9,2,3,-2,-2,0,-1,-3,4,4,-1,-3,9,4,3,1,0,0,9,-3,-3,3,-3,9,-1,9,9,4,3,9,0,4,0,9,-3,1,4,-3,9,0,1,-2,0,1,0,-3,1,-3,0,0,9,1,0,0,-3,-3,4,-3,4,1,-2,-2,-1,-2,-2,2,-2,4,0,-3,1,1,-2,1,-3,4,0,1,4,9,1,-3,-1,4,-2,-2,2,1,2,0,-3
1607,Flamboyant,320,4,1,2,9,9,4,0,9,0,1,4,1,9,1,1,3,9,9,0,0,4,9,4,-2,4,4,0,0,2,1,-3,1,-1,2,3,1,9,-1,9,-3,9,0,4,4,3,9,9,3,-1,9,-2,3,3,-1,4,4,9,4,-1,0,2,-3,-3,3,2,2,1,-2,2,0,2,0,1,3,1,-1,2,4,3,3,4,-3,2,9,-2,1,0,3,9,1,4,9,1,4,4,4,4,4,0,-2,1,4,2,1,4,0,-2,4,9,4,9,3,9,3
1609,Jacobus Pieck,266,3,1,4,4,0,3,4,1,0,3,1,-2,9,3,3,2,2,4,4,4,-1,1,4,3,1,0,3,4,1,1,1,1,9,-1,1,1,2,2,2,2,2,1,4,1,1,-3,9,9,1,9,0,2,3,2,4,1,9,-1,9,9,9,-2,-3,-2,-1,-3,9,0,0,-1,4,1,1,9,0,9,9,0,9,4,0,0,-3,9,2,1,-1,9,-3,2,4,1,-2,1,4,-1,1,0,3,0,3,4,1,9,0,4,-1,2,-2,3,1,-3,0,4
1610,Specktakel,264,0,0,-1,1,-3,9,1,-2,1,4,1,9,-1,-2,4,4,1,0,3,1,2,-1,0,9,1,1,4,9,9,1,1,1,4,2,0,1,1,9,1,-2,4,3,0,1,4,9,0,-3,4,1,9,4,9,4,1,4,9,9,9,1,0,0,2,4,1,3,-1,3,9,-3,4,2,-3,4,2,3,-2,0,0,2,1,2,9,2,-3,4,9,0,4,1,3,-2,1,1,1,3,-2,4,3,9,9,3,-1,4,4,-2,0,1,0,1,-3,1,4,-2
1611,De Hallen,246,-2,9,-1,4,-1,1,4,4,1,2,4,3,1,-2,1,0,1,9,-1,4,1,9,0,0,4,0,-3,4,2,-1,9,9,-1,4,9,9,-1,9,9,1,1,1,1,4,4,4,1,-3,4,4,9,1,-3,4,0,3,1,1,4,0,3,0,9,1,-3,0,0,4,-2,1,2,-2,4,9,2,1,-2,-1,0,-3,0,0,1,-1,1,9,3,9,9,4,0,1,4,1,-1,1,3,1,9,4,2,1,1,4,0,-2,-3,1,4,1,0,-1,1,1
1613,De Haerlemsche Vlaamse,211,4,1,-3,1,-3,9,4,1,-1,4,3,-2,-2,1,9,-2,-2,-3,-3,0,3,2,4,1,0,1,9,1,4,3,-3,3,0,9,1,4,-3,-2,9,4,-2,0,9,4,3,1,-3,0,0,2,1,1,1,-3,0,1,9,3,-2,9,2,9,-3,3,9,0,1,1,-1,4,9,1,1,3,4,-2,-3,4,4,4,9,0,3,0,0,-1,1,-2,-1,1,-2,-1,-2,9,1,-2,4,0,1,-1,2,-2,0,0,0,9,9,3,1,4,4,9,1,4
1614,Corrie Ten Boom House,216,0,-1,1,3,9,0,2,2,3,1,1,2,2,9,1,3,0,3,9,1,-1,9,-2,-1,0,-1,0,2,3,-2,2,4,3,-3,0,0,1,-1,-1,9,1,-1,0,4,1,9,4,9,1,4,9,0,1,0,1,1,0,-2,-2,1,4,-1,9,-3,1,0,9,1,1,4,-3,4,-2,4,0,0,1,-2,3,1,0,0,9,1,1,9,1,-2,1,0,1,2,3,4,-3,3,-3,-2,3,1,0,2,4,4,4,4,9,-3,4,0,4,4,9,-2
1615,La Forca,249,0,1,1,-3,9,1,2,-2,4,0,1,1,9,0,-1,1,0,9,4,9,1,1,1,-1,0,0,1,-3,1,1,0,9,9,1,1,4,9,4,3,1,-3,9,-2,-1,-3,1,4,2,4,3,9,1,-3,-2,0,1,9,0,9,-3,3,0,0,4,-2,-3,0,1,2,-3,-2,9,9,1,4,1,1,2,0,0,0,-1,1,9,9,1,1,1,4,1,-1,4,9,9,9,9,2,-3,9,-3,2,1,1,1,1,9,-1,0,4,4,3,-2,2,3
1617,Complimenti,200,1,-1,3,0,-2,2,4,2,9,9,2,4,1,9,9,2,4,-2,4,2,2,-3,9,1,-2,3,0,-2,2,1,1,1,1,9,-2,4,1,-3,-3,9,1,4,9,1,1,-2,-1,-1,3,1,-3,1,-3,0,0,-3,-2,4,9,1,4,9,3,1,1,2,0,4,2,-1,-2,-2,0,-2,0,3,3,1,-3,0,0,-2,4,1,4,0,0,0,-2,1,2,1,-1,4,1,9,2,1,-3,9,-3,1,4,3,-1,9,4,9,1,4,3,0,0,1
1618,A la Turka,215,9,-2,-2,-2,4,0,9,-2,3,1,3,4,2,-1,-1,2,1,0,3,0,-3,-2,1,3,4,2,4,-3,3,9,-3,-1,4,-3,3,1,-1,4,2,1,9,4,-3,1,1,9,4,9,0,-3,4,4,9,-2,1,4,4,-1,-2,-1,1,1,-2,1,4,-3,1,3,0,0,0,2,0,4,1,4,3,-2,9,-3,9,-3,-1,9,1,-3,-3,3,9,4,1,9,-1,4,2,3,2,3,4,9,-2,-2,9,0,3,3,4,-1,1,1,9,-1,0,-1
1619,Grote Markt,201,-2,4,-1,2,-3,0,2,1,-2,1,-1,0,1,0,9,0,-3,1,-3,3,4,4,1,0,2,9,0,0,0,9,0,4,4,2,-2,4,9,4,-2,2,4,0,0,-2,-2,4,1,0,-3,9,3,3,0,1,2,1,0,1,9,-3,2,1,-1,3,9,1,0,1,-1,1,-3,1,0,0,-1,9,0,9,-2,1,0,0,1,9,1,1,1,9,9,0,-2,1,-1,-3,4,-3,-3,1,9,9,1,1,-3,3,9,0,-1,9,1,3,-3,9,4,4
1620,Grote Markt,215,-1,0,-3,-1,4,-3,9,-1,0,1,9,4,-2,9,1,1,4,4,-1,1,4,0,3,4,0,9,0,0,3,-2,0,3,-3,4,4,1,4,1,2,1,2,-1,0,-3,9,9,1,1,-1,-2,3,0,1,0,0,1,3,1,4,9,1,4,0,9,0,1,-3,3,1,3,-2,-2,2,0,4,1,9,9,4,-3,1,3,1,1,9,-3,1,-3,3,0,9,-3,9,9,4,-1,3,-2,-3,2,4,1,9,1,-3,3,-1,4,3,1,4,-2,1,-1
1621,Town Hall,296,0,-2,1,4,2,4,4,1,1,1,9,1,4,1,1,-3,1,1,1,0,1,9,4,4,0,9,9,1,9,-1,4,9,4,9,-2,4,4,1,-3,9,9,3,3,4,0,-1,-1,1,1,1,1,0,1,-3,-2,3,4,1,4,0,4,3,4,-2,0,2,1,9,0,0,4,2,0,2,9,0,3,9,-1,0,-3,3,9,9,9,2,-3,1,1,4,9,1,9,3,9,9,-2,-2,-2,-3,1,9,1,-2,4,0,9,4,4,-3,9,1,1,1
1622,Frans Hals Museum,247,1,4,9,4,9,3,1,0,4,1,-2,3,9,1,2,-2,-2,0,4,-2,1,9,0,0,0,3,9,2,0,4,1,4,4,1,0,2,-1,4,-1,-2,1,-1,9,1,1,4,9,1,9,-2,-1,9,4,4,1,1,0,-2,-3,0,4,9,3,9,4,-1,0,1,0,3,3,1,-3,2,1,9,0,-1,1,4,-2,3,3,1,1,4,1,9,1,2,4,-2,1,-2,1,4,4,2,2,2,1,9,1,0,-2,-2,-3,-1,9,4,1,9,-1,2
1624,Botermarkt,243,9,2,0,0,-1,9,0,2,1,1,0,-3,9,1,1,2,9,4,-3,4,1,4,0,0,-1,-2,-3,9,9,0,-3,-2,9,9,4,4,0,-3,-3,4,-1,9,9,-3,4,-2,-3,-3,1,9,2,-1,2,9,-1,9,0,2,9,4,2,-3,1,9,4,3,-1,1,9,-1,1,2,-3,1,-2,1,2,-3,4,-3,4,2,0,4,9,4,2,1,2,-3,4,9,-1,2,4,1,9,3,1,-1,4,1,-2,1,4,4,9,4,1,-3,1,1,3,-3
1626,Proveniershuis,187,-2,4,4,4,9,4,-1,1,1,1,9,-1,-3,1,2,-2,3,1,1,-3,0,4,0,9,2,-3,1,2,-3,-1,3,4,-1,4,-2,0,2,-1,4,3,1,-3,-3,2,-1,2,3,-2,1,-2,4,2,1,2,2,-1,4,-3,9,4,1,0,1,4,0,-3,9,-1,2,9,-1,1,0,9,4,4,1,-2,0,1,2,-1,4,0,9,0,-2,3,9,1,0,3,0,0,1,-3,9,-1,1,-1,1,9,1,2,9,0,0,4,3,-2,4,0,1,0
1627,Nieuwe Kerk,208,1,0,4,1,1,0,2,1,2,3,-1,2,-2,9,1,1,1,4,-1,2,1,-3,0,9,-2,3,0,9,3,-1,0,0,4,0,1,3,0,-3,0,0,-3,4,-1,-3,9,-1,1,-2,9,4,2,4,-2,9,4,0,0,3,-2,2,1,0,4,9,1,9,1,9,1,0,-1,2,2,3,4,0,3,4,0,-2,-3,9,0,3,4,0,4,0,9,-1,-1,1,0,2,3,2,0,0,-3,9,9,1,2,0,2,0,-2,-1,4,3,1,1,-1,9
1628,Patronaat,275,9,4,-1,2,2,4,9,1,-2,9,1,9,4,3,4,4,1,4,4,2,1,1,-3,0,4,-1,-1,-2,1,0,3,-3,-2,9,9,1,4,9,-1,9,1,1,1,3,2,0,9,1,-2,4,1,9,2,0,1,9,-3,9,1,3,-1,4,4,1,9,1,2,-2,0,-3,-2,1,1,1,0,4,-1,1,0,2,4,9,4,9,-1,9,0,1,-2,9,-2,9,2,9,0,-2,1,9,4,9,-3,0,2,-2,0,4,-1,-1,-2,4,3,4,1,0
1629,Stadsschouwburg,246,4,4,2,9,-2,4,-3,3,9,0,0,-1,9,-1,3,2,4,1,4,1,-1,-3,-3,9,4,0,1,9,0,0,0,1,-3,0,-2,2,0,9,-3,3,4,1,9,4,1,1,9,1,0,4,3,0,0,1,2,0,0,1,4,1,-2,9,1,9,9,2,1,-1,1,9,1,9,3,0,1,1,3,4,1,1,0,0,-1,1,-1,9,0,4,-2,9,-3,9,-3,1,9,-1,0,1,0,4,-3,4,0,4,4,9,1,4,1,4,4,0,-2,-3
1630,Willemsbrug,221,0,2,9,0,-3,4,0,3,1,-3,1,4,0,1,-2,3,0,-3,9,3,1,0,0,4,1,4,1,3,2,1,4,1,1,1,0,-2,1,0,-2,1,-1,3,0,3,1,9,0,3,9,-1,4,-1,1,1,1,0,0,3,2,2,3,9,9,9,9,1,-3,2,9,1,-1,-3,2,1,0,9,1,3,3,-3,0,0,1,-2,1,1,-1,9,1,9,0,2,4,-1,-2,4,4,1,9,4,4,4,1,3,9,-2,-3,-1,2,-1,9,0,1,0
1631,Leiden American Pilgrim Museum,211,1,2,4,1,1,9,-3,4,4,1,1,0,-2,1,-2,0,0,1,9,-1,2,9,0,3,1,0,1,-1,9,2,4,0,3,3,0,3,-1,3,-3,1,1,1,9,9,3,9,4,-2,0,2,-3,1,9,0,4,1,3,-1,3,3,4,3,0,4,-3,2,4,0,1,1,3,3,9,0,4,-2,0,-3,2,9,4,9,1,0,-2,0,-2,1,9,0,9,0,0,1,0,3,0,1,-2,-2,4,-1,-3,1,1,9,1,-2,1,-2,9,-3,0,-1
1632,Openlucht Binnenvaart Museum,203,4,3,1,-2,3,4,-3,1,-2,1,-3,9,4,9,9,1,0,0,-1,4,-2,9,-3,3,2,9,2,3,3,-3,9,4,1,4,-2,9,1,2,1,9,-3,0,0,4,-2,1,0,1,4,0,0,1,4,3,9,4,-3,9,3,4,0,1,-3,4,4,3,1,-2,1,-2,1,4,-2,1,-3,1,1,1,-2,2,9,-1,9,4,0,3,0,4,1,-2,-3,2,0,0,-1,1,-1,-3,9,2,4,1,1,3,-3,1,0,9,-3,1,-2,0,4,1
1633,Oude Haven,193,-3,-3,-1,1,0,4,1,3,9,-2,1,-1,4,-3,2,-2,0,-2,-3,-3,4,4,-3,4,1,9,4,9,0,0,2,-1,4,2,1,1,1,2,-1,-3,9,1,1,2,3,0,9,-2,-2,9,-1,0,1,1,-2,-2,2,9,0,9,4,2,0,-3,1,9,4,4,-3,9,1,9,-1,-2,0,-2,4,-1,-2,9,4,1,0,-3,4,0,2,9,9,4,3,-1,1,4,1,3,0,-3,1,2,1,3,3,4,-2,4,-2,1,-3,9,3,1,-1,0
